"content","sentiment","spam"
"@Kim Thoa t thay tới lắm r đó ????","0","1"
"@Nguyễn Huy làm chị khó lắm ????","0","1"
"@Tháo niềng thì đổi tên ???? tự nhiên thấy tương lai r đấy bác","0","1"
"@Minh Hiếu 1608 thôi không đẻ nữa","0","1"
"@Bụi Bụi ♎️giống Bo hồi nhỏ ????????????","0","1"
"@Định nè????️ con chị trông thằng em thế này đây","0","1"
"@Ngọc Xuyến @Trần Thị Ngọc Mơ???? mai mốt cho 2 đứa con 2 đứa m chơi chung với nhau","0","1"
"@Nguyễn Văn Hướng có con","0","1"
"@lộc_ hàm_9x con chị sau ni????","0","1"
"@Phương Linh r đó báo k à","0","1"
"@Vi @2th10 @︎ ︎ ︎ ︎ ︎︎ ︎ ︎ ︎ ︎ ︎︎ ︎ tập goi nhảy solo với bác kia","0","1"
"@Lại Văn Vinh nên đi k b ????","0","1"
"@Thu Hoài ???? ????","0","1"
"@Thu Huyền","0","1"
"@Nguyễn Giàu","0","1"
"@hyen","0","1"
"@Khả Tân","0","1"
"@????Sói Cô Đơn????❤","0","1"
"@???????????????? ????????̀???? ????","0","1"
"@Thế Anh????","0","1"
"@Soo","0","1"
"@quabido2015","0","1"
"@????????","0","1"
"bn j đó ơi chj @GĐ: Shin ???? fl bn kìa ????","0","1"
"My bitcoin verification and withdrawals has always been a success with @VICKAS_TECHZ","0","1"
"@Linh Đan (fan Thị Nhung) áo quần đẹp hè","0","1"
"@Đại ka : Kẹo thúi???? ????????????","0","1"
"@Biệt đội nhà Báo???? nói A di đà Phật xong tui nói xong cái nhà báo đẩy bé xuống đó lúc 12h rưỡi lúc nhặt bé lúc 3h kém k bt bé còn k ạ","0","1"
"t nhà lửa nhân mã♐️còn m@ʚ????ɴʜɪᴇᴇ ᴅᴅay????ɞ thì s","0","1"
"Sao giàu lại khóc@Tramny????","0","1"
"@nguyenhaphuonq @N suy nghĩ đi","0","1"
"@aw crab ????","0","1"
"@kim ngưu khong co ngiu","0","1"
"@Cao Quoc Hung","0","1"
"@tt","0","1"
"@Le Cong Danh","0","1"
"@Thanhdn25","0","1"
"@Cao Quoc Hung","0","1"
"@TuAnh","0","1"
"@Thành0211","0","1"
"@????","0","1"
"@????","0","1"
"@gnoudiub_0412 a iu ơi","0","1"
"@Nguyễn Thị Hải Yến","0","1"
"@Linh Truc","0","1"
"@Phạm Luân","0","1"
"@_hhndangiuu .","0","1"
"@Hoàng An cỡ này mới đc gọi là phim kinh dị chứ","0","1"
"@Ngô Hoàng Yến đi xem:))))","0","1"
"@Ng DuyHung di xiem phim koh","0","1"
"@Bích Ngọc đó dị mè zợ nói ko có zì để sợ hẻ","0","1"
"@Nguyễn Híuu Phim mới","0","1"
"@Kim _16201 hay này m","0","1"
"@Hming i chem","0","1"
"@Quý Mùi ✈️đi xem đi chồng????","0","1"
"@em điệu anh oi =)))) xem k","0","1"
"@chidien94 chiến thoi","0","1"
"@lee da nam bà có đi với tui khum","0","1"
"@Khoa Đăng Lê hú hồn","0","1"
"@JoliTien Store đi đi","0","1"
"@GG NTL woaaa coi bộ hay lắm nè","0","1"
"@:))) hù","0","1"
"@thích con trai @@@ thi xong đi liền","0","1"
"@Abe của Ín đã tag","0","1"
"@Yeenhiiw311 đi xem mà nge nói bạn mới 16 tủii ????","0","1"
"@Zeye đi mày","0","1"
"@33% đi xem cí này chắc tối về mất ngủ????","0","1"
"Khúc này sắp đẻ. Coi có khi nào lọt con ra ngoài luôn ko :)) @trannhibao","0","1"
"@Huyhuy2003 em thít coi phim me","0","1"
"@Ngoc linh @nguyen yen van @lololololololol chuc be ngu ngon","0","1"
"@???? ê di xem","0","1"
"@KL???? @Dươиɢ phải cỡ này","0","1"
"@????️ tới bữa rảnh đi coi phim hay nè????","0","1"
"@;) cứ ghê ghê","0","1"
"@Phương Nhiên e ơi","0","1"
"@mtri041202 coi hem","0","1"
"@Thanh Vân nèee ???? @Híu????’","0","1"
"@Tina","0","1"
"@quabido2015","0","1"
"229 @cá ???? @ChonNguyen","0","1"
"972 @Vel @Khuong Thuy Linh","0","1"
"@nhatquan24 @Annn120912 18","0","1"
"@sẽ rồi","0","1"
"@n.phương????????????","0","1"
"@Chip xynh???? ..","0","1"
"@Thịnh Nguyễn hay a","0","1"
"@Cá con sặc nước mún xem","0","1"
"@Đã có chồng chất nỗi lòng ???? khum bỏ qua cái phim kinh dị nào hết á em :v","0","1"
"@bihthah chú nghĩ sao","0","1"
"@Ngọc Anh Nguyễn hoho","0","1"
"@nguyenan1702 dfi hem","0","1"
"@Vũ Thị Quý em đi Đl về đi coi phim","0","1"
"@팜 부 안 ???? nốtttt ahhh","0","1"
"@nguyễn trung tháng sau coi hông","0","1"
"@klinh_2302 hi vọng","0","1"
"@Kay ????️‍????????????‍♂️ đi thooii","0","1"
"@Duy Anhh đi thoi bé ơi","0","1"
"@zxy.lam t10","0","1"
"@Tiến Thành dám coi k bạn","0","1"
"@thanhhuyen ????‍♀️ coi đê","0","1"
"@TucPC chồng ơiii","0","1"
"@klinh dám đi coi k","0","1"
"@Ng Ngoc Diem Quynh djjjj","0","1"
"@nhimforsure_ quài","0","1"
"@Dungnekkk @Linh xinh gái @Huyền Trang xem!!","0","1"
"@Tén gòi lung","0","1"
"@Dâu nè m","0","1"
"Bà cố nội ơyyy @Zun.gemini","0","1"
"@_ânn lin muốn xemm","0","1"
"@nobita đi oi","0","1"
"@Nguyễn Quang Hào kh đi hét thì tội lỗi hâhh","0","1"
"@Minhy Nguyễn ghê nha","0","1"
"@Quốc Tiến chong oi","0","1"
"@Đănggggg @???? @KeiLin tới nữa rồi đó","0","1"
"@Nhung ????","0","1"
"Đi PQ về rủ anh Ba đi xem luôn kk @Chú Nghĩa","0","1"
"@tamphong2307 bn thấy s","0","1"
"@Jenayen_2501 Ko coi dc valak thì mình coi này cũng dc nè bae????????","0","1"
"@Quang Nguyen aduuu oxaaaa","0","1"
"@Trần Thành Đạt đi xem khum","0","1"
"@Đức Nè dô dô","0","1"
"@hết nghèo đổi tên @Cogaimaycha???? hẹn tháng sau","0","1"
"@6uonH???? ms nè","0","1"
"@Thảo Nguyên k sợ lắm","0","1"
"@Phạm Minh Thu đi xem đi","0","1"
"@nhidangyeuthenho hay","0","1"
"@Luv Ái Chou em mún xem","0","1"
"@Trần Băng Di sắp có phim để hóng xem r đây","0","1"
"@trà xanh sữa trân châu babi hay nò cún","0","1"
"@???????? đi đi:))","0","1"
"@Cam Xuyen phim tình cảm trong sáng nè","0","1"
"đắt mừ k ngon","2","0"
"ko ngon","2","0"
"quán này đắt","2","0"
"giá hơi đắt","2","0"
"Cho địa chỉ ở đầu đi ad ơi","0","1"
"ở chỗ nào","0","1"
"Địa chỉ ở đâu ạ","0","1"
"Địa chỉ ở đâu thế ạ","0","1"
"Đặt bàn như nào ạ","0","1"
"Địa chỉ đâu ạ","0","1"
"cho xin địa chỉ","0","1"
"Địa chỉ ở đâu đó ạ","0","1"
"Em xin địa chỉ ạ","0","1"
"Xin địa chỉ","0","1"
"Địa chi","0","1"
"em xin địa chỉ ạ","0","1"
"địa chỉ","0","1"
"địa chỉ ở đâu zậy ạ","0","1"
"ơ sao ko nghĩ địa chỉ?","0","1"
"Địa chi mô r b","0","1"
"Địa chỉ ở đouu théee ạa","0","1"
"cho xin tên quán và địa chỉ","0","1"
"Địa chỉ ở đâu thế ạ?","0","1"
"nỗ cho mjh cái địa chỉ cụ thể lm sao dễ tìm dj bạn","0","1"
"Xin địa chỉ với ạ","0","1"
"Xin địa chỉ ạ","0","1"
"cho m xin địa chỉ quán đc ko ???","0","1"
"Địa chỉ mình ở đâu đây ạ","0","1"
"địa chỉ Shop ơi, tui cần địa chỉ","0","1"
"cho em hỏi quán chay địa chỉ ở đâu vậy mn","0","1"
"Cho mk xin địa chỉ ạ","0","1"
"Toàn nói k để lại địa chỉ","0","1"
"địa chỉ đi c","0","1"
"Địa chỉ ở đâu vậy ban.???","0","1"
"cho đia chi","0","1"
"cho xin địa chỉ.","0","1"
"không thấy để địa chỉ pé","0","1"
"địa chỉ cụ thể đi ạ","0","1"
"Cho em xin địa chỉ cụ thể đi ạ","0","1"
"Địa chỉ cụ thể đâu v ạ","0","1"
"Cho địa chỉ ở đầu đi ad ơi","0","1"
"địa chỉ ông để cuối video mà thấy nhiều người hỏi nhỉ","0","1"
"Bạn ơi, địa chỉ chú có cố định ở đâu ko vậy ạ","0","1"
"Địa chỉ rõ ở đâu ạ","0","1"
"Nổ địa chỉ bạn ơi","0","1"
"cho m xin địa chỉ","0","1"
"e xin địa chỉ cụ thể đc k ạ, search gg map nó ra q5 ????","0","1"
"cho e xin địa chỉ đổ mua đi chị","0","1"
"cũng ngon","1","0"
" ăn như này ngon","1","0"
"Hải sản ngon quá","1","0"
"ngon nhe tui ăn rồi","1","0"
"Quán nàu đồ tươi ngon nè , mk đi 2 lần r lần nào cũng ưg ý","1","0"
"Quán này ướp ngon phết, vừa độ.","1","0"
"e ăn chỗ này òi, ngon nha","1","0"
"Nhìn quầy buffet ngon quá ????","1","0"
"Đồ ở đây ướp gia vị ngon nha ???? hợp khẩu vị với mk","1","0"
"Ngon lắm mn ạ mk ăn r , quán còn sachh sẽ nữa","1","0"
"Đồ ăn ngon nv lại nhiệt tình nữa????","1","0"
"Chân gà ở đây ngon này","1","0"
"ngon quá","1","0"
"Ngon qua","1","0"
"ngon qua","1","0"
"Hải sản ngon quá","1","0"
"Quán này ăn ngon lắm","1","0"
"Đồ ăn ngon, nhân viên nhiệt tình","1","0"
"đã thử, nvien nhiêt tình, view đẹp phù hợp với mức giá","1","0"
"Đồ ăn ngon nv nhiệt tình lắm????","1","0"
"Giá đó đi ăn Subin BBQ ngon hơn, nhiều món hơn, thịt tươi ướp ngon, nhân viên nhiệt tình, đồ ăn kèm xuất sắc","1","0"
"Đồ ăn ngon nv lại nhiệt tình nữa????","1","0"
"hôm mình đi ăn, chị nhân viên quán này thấy mình ngồi xa quầy lấy đồ ăn quá, chị hay lại hỏi thăm sợ mình không lấy đc đồ ăn, nhiệt tình quá trời lun","1","0"
"Eo ôi đồ ăn quán ngon xĩu luôn mà nhân viên nhiệt tình nữa , nhất là bạn tóc vàng á cute xĩu","1","0"
"T ăn gòi. Đảm bảo ngon nha. Thêm vé nước là 30k. Khăn 2k. Nvien bao nhiệt tình dễ thươnggg","1","0"
"Daohoa ăn khá bth nch là trải nghiệm cx đc nvien nhiệt tình . Nhưng hải sản ko đc ngon lắm","1","0"
"Đồ ăn ngon giá rẻ , nhân viên còn nhiệt tình","1","0"
"Quán to rộng rãi, đồ ăn tươi ngon, nhân viên nhiệt tình nch là ưng cái bụng????","1","0"
"Hôm qua mới đi ăn luôn ắ chời.. Đồ ăn đánh giá 8đ nha nhưng sôt thì 10đ ta nói nó kẹo kẹo đúng đậm đà luôn. Còn nhân viên Phục vụ thì nhiệt tình 11đ","1","0"
"Ăn ok nha. Vừa đi xong. Chủ nhiệt tình ????","1","0"
"Đồ ăn ngon, nhân viên nhiệt tình ????","1","0"
